CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore
571	571	0.0	1.0	1.0	1.0
572	572	0.0	1.0	1.0	1.0
573	573	0.0	1.0	1.0	1.0
574	574	0.0	1.0	1.0	1.0
576	576	0.0	1.0	1.0	1.0
577	577	0.0	1.0	1.0	1.0
578	578	0.0	1.0	1.0	1.0
579	579	0.0	1.0	1.0	1.0
580	580	0.0	1.0	1.0	1.0
581	581	0.0	1.0	1.0	1.0
582	582	0.0	1.0	1.0	1.0
584	584	0.0	1.0	1.0	1.0
585	585	0.0	1.0	1.0	1.0
588	588	0.0	1.0	1.0	1.0
592	592	0.0	1.0	1.0	1.0
593	593	0.0	1.0	1.0	1.0
595	595	0.0	1.0	1.0	1.0
596	596	0.0	1.0	1.0	1.0
597	597	0.0	1.0	1.0	1.0
600	600	0.0	1.0	1.0	1.0
601	601	0.0	1.0	1.0	1.0
602	602	0.0	1.0	1.0	1.0
604	604	0.0	1.0	1.0	1.0
606	606	0.0	1.0	1.0	1.0
607	607	0.0	1.0	1.0	1.0
610	610	0.0	1.0	1.0	1.0
611	611	0.0	1.0	1.0	1.0
612	612	0.0	1.0	1.0	1.0
613	613	0.0	1.0	1.0	1.0
614	614	0.0	1.0	1.0	1.0
615	615	0.0	1.0	1.0	1.0
621	621	0.0	1.0	1.0	1.0
622	622	0.0	1.0	1.0	1.0
625	625	0.0	1.0	1.0	1.0
627	627	0.0	1.0	1.0	1.0
630	630	0.0	1.0	1.0	1.0
631	631	0.0	1.0	1.0	1.0
637	637	0.0	1.0	1.0	1.0
638	638	0.0	1.0	1.0	1.0
639	639	0.0	1.0	1.0	1.0
640	640	0.0	1.0	1.0	1.0
642	642	0.0	1.0	1.0	1.0
643	643	0.0	1.0	1.0	1.0
644	644	0.0	1.0	1.0	1.0
645	645	0.0	1.0	1.0	1.0
648	648	0.0	1.0	1.0	1.0
650	650	0.0	1.0	1.0	1.0
651	651	0.0	1.0	1.0	1.0
653	653	0.0	1.0	1.0	1.0
657	657	0.0	1.0	1.0	1.0
658	658	0.0	1.0	1.0	1.0
659	659	0.0	1.0	1.0	1.0
662	662	0.0	1.0	1.0	1.0
663	663	0.0	1.0	1.0	1.0
665	665	0.0	1.0	1.0	1.0
668	668	0.0	1.0	1.0	1.0
670	670	0.0	1.0	1.0	1.0
671	671	0.0	1.0	1.0	1.0
678	678	0.0	1.0	1.0	1.0
682	682	0.0	1.0	1.0	1.0
683	683	0.0	1.0	1.0	1.0
684	684	0.0	1.0	1.0	1.0
688	688	0.0	1.0	1.0	1.0
690	690	0.0	1.0	1.0	1.0
692	692	0.0	1.0	1.0	1.0
693	693	0.0	1.0	1.0	1.0
698	698	0.0	1.0	1.0	1.0
699	699	0.0	1.0	1.0	1.0
700	700	0.0	1.0	1.0	1.0
701	701	0.0	1.0	1.0	1.0
703	703	0.0	1.0	1.0	1.0
704	704	0.0	1.0	1.0	1.0
707	707	0.0	1.0	1.0	1.0
708	708	0.0	1.0	1.0	1.0
717	717	0.0	1.0	1.0	1.0
718	718	0.0	1.0	1.0	1.0
720	720	0.0	1.0	1.0	1.0
722	722	0.0	1.0	1.0	1.0
724	724	0.0	1.0	1.0	1.0
727	727	0.0	1.0	1.0	1.0
730	730	0.0	1.0	1.0	1.0
731	731	0.0	1.0	1.0	1.0
732	732	0.0	1.0	1.0	1.0
734	734	0.0	1.0	1.0	1.0
736	736	0.0	1.0	1.0	1.0
740	740	0.0	1.0	1.0	1.0
741	741	0.0	1.0	1.0	1.0
743	743	0.0	1.0	1.0	1.0
745	745	0.0	1.0	1.0	1.0
746	746	0.0	1.0	1.0	1.0
748	748	0.0	1.0	1.0	1.0
752	752	0.0	1.0	1.0	1.0
755	755	0.0	1.0	1.0	1.0
756	756	0.0	1.0	1.0	1.0
757	757	0.0	1.0	1.0	1.0
758	758	0.0	1.0	1.0	1.0
760	760	0.0	1.0	1.0	1.0
761	761	0.0	1.0	1.0	1.0
764	764	0.0	1.0	1.0	1.0
765	765	0.0	1.0	1.0	1.0
767	767	0.0	1.0	1.0	1.0
768	768	0.0	1.0	1.0	1.0
769	769	0.0	1.0	1.0	1.0
770	770	0.0	1.0	1.0	1.0
771	771	0.0	1.0	1.0	1.0
772	772	0.0	1.0	1.0	1.0
774	774	0.0	1.0	1.0	1.0
776	776	0.0	1.0	1.0	1.0
777	777	0.0	1.0	1.0	1.0
778	778	0.0	1.0	1.0	1.0
783	783	0.0	1.0	1.0	1.0
784	784	0.0	1.0	1.0	1.0
786	786	0.0	1.0	1.0	1.0
787	787	0.0	1.0	1.0	1.0
794	794	0.0	1.0	1.0	1.0
795	795	0.0	1.0	1.0	1.0
799	799	0.0	1.0	1.0	1.0
800	800	0.0	1.0	1.0	1.0
801	801	0.0	1.0	1.0	1.0
803	803	0.0	1.0	1.0	1.0
804	804	0.0	1.0	1.0	1.0
805	805	0.0	1.0	1.0	1.0
808	808	0.0	1.0	1.0	1.0
810	810	0.0	1.0	1.0	1.0
812	812	0.0	1.0	1.0	1.0
816	816	0.0	1.0	1.0	1.0
818	818	0.0	1.0	1.0	1.0
822	822	0.0	1.0	1.0	1.0
823	823	0.0	1.0	1.0	1.0
824	824	0.0	1.0	1.0	1.0
825	825	0.0	1.0	1.0	1.0
826	826	0.0	1.0	1.0	1.0
830	830	0.0	1.0	1.0	1.0
831	831	0.0	1.0	1.0	1.0
836	836	0.0	1.0	1.0	1.0
838	838	0.0	1.0	1.0	1.0
839	839	0.0	1.0	1.0	1.0
841	841	0.0	1.0	1.0	1.0
842	842	0.0	1.0	1.0	1.0
843	843	0.0	1.0	1.0	1.0
846	846	0.0	1.0	1.0	1.0
848	848	0.0	1.0	1.0	1.0
851	851	0.0	1.0	1.0	1.0
853	853	0.0	1.0	1.0	1.0
854	854	0.0	1.0	1.0	1.0
856	856	0.0	1.0	1.0	1.0
858	858	0.0	1.0	1.0	1.0
859	859	0.0	1.0	1.0	1.0
861	861	0.0	1.0	1.0	1.0
862	862	0.0	1.0	1.0	1.0
864	864	0.0	1.0	1.0	1.0
866	866	0.0	1.0	1.0	1.0
867	867	0.0	1.0	1.0	1.0
868	868	0.0	1.0	1.0	1.0
869	869	0.0	1.0	1.0	1.0
870	870	0.0	1.0	1.0	1.0
871	871	0.0	1.0	1.0	1.0
874	874	0.0	1.0	1.0	1.0
876	876	0.0	1.0	1.0	1.0
878	878	0.0	1.0	1.0	1.0
881	881	0.0	1.0	1.0	1.0
883	883	0.0	1.0	1.0	1.0
884	884	0.0	1.0	1.0	1.0
885	885	0.0	1.0	1.0	1.0
886	886	0.0	1.0	1.0	1.0
888	888	0.0	1.0	1.0	1.0
891	891	0.0	1.0	1.0	1.0
894	894	0.0	1.0	1.0	1.0
896	896	0.0	1.0	1.0	1.0
898	898	0.0	1.0	1.0	1.0
901	901	0.0	1.0	1.0	1.0
902	902	0.0	1.0	1.0	1.0
904	904	0.0	1.0	1.0	1.0
907	907	0.0	1.0	1.0	1.0
908	908	0.0	1.0	1.0	1.0
911	911	0.0	1.0	1.0	1.0
912	912	0.0	1.0	1.0	1.0
913	913	0.0	1.0	1.0	1.0
915	915	0.0	1.0	1.0	1.0
920	920	0.0	1.0	1.0	1.0
921	921	0.0	1.0	1.0	1.0
922	922	0.0	1.0	1.0	1.0
923	923	0.0	1.0	1.0	1.0
924	924	0.0	1.0	1.0	1.0
925	925	0.0	1.0	1.0	1.0
929	929	0.0	1.0	1.0	1.0
932	932	0.0	1.0	1.0	1.0
934	934	0.0	1.0	1.0	1.0
937	937	0.0	1.0	1.0	1.0
939	939	0.0	1.0	1.0	1.0
940	940	0.0	1.0	1.0	1.0
941	941	0.0	1.0	1.0	1.0
944	944	0.0	1.0	1.0	1.0
948	948	0.0	1.0	1.0	1.0
950	950	0.0	1.0	1.0	1.0
952	952	0.0	1.0	1.0	1.0
954	954	0.0	1.0	1.0	1.0
956	956	0.0	1.0	1.0	1.0
959	959	0.0	1.0	1.0	1.0
961	961	0.0	1.0	1.0	1.0
964	964	0.0	1.0	1.0	1.0
966	966	0.0	1.0	1.0	1.0
970	970	0.0	1.0	1.0	1.0
971	971	0.0	1.0	1.0	1.0
972	972	0.0	1.0	1.0	1.0
973	973	0.0	1.0	1.0	1.0
980	980	0.0	1.0	1.0	1.0
981	981	0.0	1.0	1.0	1.0
983	983	0.0	1.0	1.0	1.0
987	987	0.0	1.0	1.0	1.0
990	990	0.0	1.0	1.0	1.0
993	993	0.0	1.0	1.0	1.0
997	997	0.0	1.0	1.0	1.0
1000	1000	0.0	1.0	1.0	1.0
1001	1001	0.0	1.0	1.0	1.0
1004	1004	0.0	1.0	1.0	1.0
1005	1005	0.0	1.0	1.0	1.0
1006	1006	0.0	1.0	1.0	1.0
1008	1008	0.0	1.0	1.0	1.0
1010	1010	0.0	1.0	1.0	1.0
1012	1012	0.0	1.0	1.0	1.0
1013	1013	0.0	1.0	1.0	1.0
1015	1015	0.0	1.0	1.0	1.0
1017	1017	0.0	1.0	1.0	1.0
1018	1018	0.0	1.0	1.0	1.0
1020	1020	0.0	1.0	1.0	1.0
1025	1025	0.0	1.0	1.0	1.0
1027	1027	0.0	1.0	1.0	1.0
1030	1030	0.0	1.0	1.0	1.0
1033	1033	0.0	1.0	1.0	1.0
1035	1035	0.0	1.0	1.0	1.0
1036	1036	0.0	1.0	1.0	1.0
1038	1038	0.0	1.0	1.0	1.0
1039	1039	0.0	1.0	1.0	1.0
1040	1040	0.0	1.0	1.0	1.0
1041	1041	0.0	1.0	1.0	1.0
1044	1044	0.0	1.0	1.0	1.0
1051	1051	0.0	1.0	1.0	1.0
1054	1054	0.0	1.0	1.0	1.0
1058	1058	0.0	1.0	1.0	1.0
1061	1061	0.0	1.0	1.0	1.0
1064	1064	0.0	1.0	1.0	1.0
1065	1065	0.0	1.0	1.0	1.0
1067	1067	0.0	1.0	1.0	1.0
1068	1068	0.0	1.0	1.0	1.0
1070	1070	0.0	1.0	1.0	1.0
1071	1071	0.0	1.0	1.0	1.0
1072	1072	0.0	1.0	1.0	1.0
1074	1074	0.0	1.0	1.0	1.0
1075	1075	0.0	1.0	1.0	1.0
1076	1076	0.0	1.0	1.0	1.0
1077	1077	0.0	1.0	1.0	1.0
1078	1078	0.0	1.0	1.0	1.0
1079	1079	0.0	1.0	1.0	1.0
1081	1081	0.0	1.0	1.0	1.0
1082	1082	0.0	1.0	1.0	1.0
1083	1083	0.0	1.0	1.0	1.0
1084	1084	0.0	1.0	1.0	1.0
1085	1085	0.0	1.0	1.0	1.0
1088	1088	0.0	1.0	1.0	1.0
1090	1090	0.0	1.0	1.0	1.0
1091	1091	0.0	1.0	1.0	1.0
1092	1092	0.0	1.0	1.0	1.0
1093	1093	0.0	1.0	1.0	1.0
1094	1094	0.0	1.0	1.0	1.0
1096	1096	0.0	1.0	1.0	1.0
1097	1097	0.0	1.0	1.0	1.0
1098	1098	0.0	1.0	1.0	1.0
1099	1099	0.0	1.0	1.0	1.0
1103	1103	0.0	1.0	1.0	1.0
1105	1105	0.0	1.0	1.0	1.0
1107	1107	0.0	1.0	1.0	1.0
1108	1108	0.0	1.0	1.0	1.0
1110	1110	0.0	1.0	1.0	1.0
1112	1112	0.0	1.0	1.0	1.0
1113	1113	0.0	1.0	1.0	1.0
1114	1114	0.0	1.0	1.0	1.0
1115	1115	0.0	1.0	1.0	1.0
1116	1116	0.0	1.0	1.0	1.0
1119	1119	0.0	1.0	1.0	1.0
1123	1123	0.0	1.0	1.0	1.0
1128	1128	0.0	1.0	1.0	1.0
1129	1129	0.0	1.0	1.0	1.0
1130	1130	0.0	1.0	1.0	1.0
1133	1133	0.0	1.0	1.0	1.0
1134	1134	0.0	1.0	1.0	1.0
1137	1137	0.0	1.0	1.0	1.0
1138	1138	0.0	1.0	1.0	1.0
1140	1140	0.0	1.0	1.0	1.0
1143	1143	0.0	1.0	1.0	1.0
1146	1146	0.0	1.0	1.0	1.0
1147	1147	0.0	1.0	1.0	1.0
1148	1148	0.0	1.0	1.0	1.0
1150	1150	0.0	1.0	1.0	1.0
1151	1151	0.0	1.0	1.0	1.0
1153	1153	0.0	1.0	1.0	1.0
1154	1154	0.0	1.0	1.0	1.0
1158	1158	0.0	1.0	1.0	1.0
1159	1159	0.0	1.0	1.0	1.0
1163	1163	0.0	1.0	1.0	1.0
1165	1165	0.0	1.0	1.0	1.0
1171	1171	0.0	1.0	1.0	1.0
1173	1173	0.0	1.0	1.0	1.0
1175	1175	0.0	1.0	1.0	1.0
1178	1178	0.0	1.0	1.0	1.0
1183	1183	0.0	1.0	1.0	1.0
1186	1186	0.0	1.0	1.0	1.0
1187	1187	0.0	1.0	1.0	1.0
1188	1188	0.0	1.0	1.0	1.0
1189	1189	0.0	1.0	1.0	1.0
1190	1190	0.0	1.0	1.0	1.0
1192	1192	0.0	1.0	1.0	1.0
1201	1201	0.0	1.0	1.0	1.0
1203	1203	0.0	1.0	1.0	1.0
1207	1207	0.0	1.0	1.0	1.0
1209	1209	0.0	1.0	1.0	1.0
1214	1214	0.0	1.0	1.0	1.0
1217	1217	0.0	1.0	1.0	1.0
1218	1218	0.0	1.0	1.0	1.0
1221	1221	0.0	1.0	1.0	1.0
1222	1222	0.0	1.0	1.0	1.0
1224	1224	0.0	1.0	1.0	1.0
1226	1226	0.0	1.0	1.0	1.0
1229	1229	0.0	1.0	1.0	1.0
1230	1230	0.0	1.0	1.0	1.0
1233	1233	0.0	1.0	1.0	1.0
1234	1234	0.0	1.0	1.0	1.0
1235	1235	0.0	1.0	1.0	1.0
1236	1236	0.0	1.0	1.0	1.0
1239	1239	0.0	1.0	1.0	1.0
1243	1243	0.0	1.0	1.0	1.0
1244	1244	0.0	1.0	1.0	1.0
1247	1247	0.0	1.0	1.0	1.0
1248	1248	0.0	1.0	1.0	1.0
1250	1250	0.0	1.0	1.0	1.0
1252	1252	0.0	1.0	1.0	1.0
1254	1254	0.0	1.0	1.0	1.0
1257	1257	0.0	1.0	1.0	1.0
1258	1258	0.0	1.0	1.0	1.0
1259	1259	0.0	1.0	1.0	1.0
1260	1260	0.0	1.0	1.0	1.0
1264	1264	0.0	1.0	1.0	1.0
1266	1266	0.0	1.0	1.0	1.0
1267	1267	0.0	1.0	1.0	1.0
1269	1269	0.0	1.0	1.0	1.0
1270	1270	0.0	1.0	1.0	1.0
1271	1271	0.0	1.0	1.0	1.0
1272	1272	0.0	1.0	1.0	1.0
1273	1273	0.0	1.0	1.0	1.0
1274	1274	0.0	1.0	1.0	1.0
1275	1275	0.0	1.0	1.0	1.0
1280	1280	0.0	1.0	1.0	1.0
1281	1281	0.0	1.0	1.0	1.0
1283	1283	0.0	1.0	1.0	1.0
1284	1284	0.0	1.0	1.0	1.0
1287	1287	0.0	1.0	1.0	1.0
1288	1288	0.0	1.0	1.0	1.0
1289	1289	0.0	1.0	1.0	1.0
1290	1290	0.0	1.0	1.0	1.0
1292	1292	0.0	1.0	1.0	1.0
1294	1294	0.0	1.0	1.0	1.0
1296	1296	0.0	1.0	1.0	1.0
1300	1300	0.0	1.0	1.0	1.0
1304	1304	0.0	1.0	1.0	1.0
1306	1306	0.0	1.0	1.0	1.0
1307	1307	0.0	1.0	1.0	1.0
1309	1309	0.0	1.0	1.0	1.0
1312	1312	0.0	1.0	1.0	1.0
1314	1314	0.0	1.0	1.0	1.0
1315	1315	0.0	1.0	1.0	1.0
1318	1318	0.0	1.0	1.0	1.0
1319	1319	0.0	1.0	1.0	1.0
1323	1323	0.0	1.0	1.0	1.0
1328	1328	0.0	1.0	1.0	1.0
1329	1329	0.0	1.0	1.0	1.0
1330	1330	0.0	1.0	1.0	1.0
1335	1335	0.0	1.0	1.0	1.0
1340	1340	0.0	1.0	1.0	1.0
1343	1343	0.0	1.0	1.0	1.0
1344	1344	0.0	1.0	1.0	1.0
1345	1345	0.0	1.0	1.0	1.0
1347	1347	0.0	1.0	1.0	1.0
1349	1349	0.0	1.0	1.0	1.0
1350	1350	0.0	1.0	1.0	1.0
1353	1353	0.0	1.0	1.0	1.0
1354	1354	0.0	1.0	1.0	1.0
1355	1355	0.0	1.0	1.0	1.0
1358	1358	0.0	1.0	1.0	1.0
1359	1359	0.0	1.0	1.0	1.0
1363	1363	0.0	1.0	1.0	1.0
1366	1366	0.0	1.0	1.0	1.0
1370	1370	0.0	1.0	1.0	1.0
1371	1371	0.0	1.0	1.0	1.0
1372	1372	0.0	1.0	1.0	1.0
1373	1373	0.0	1.0	1.0	1.0
1375	1375	0.0	1.0	1.0	1.0
1378	1378	0.0	1.0	1.0	1.0
1379	1379	0.0	1.0	1.0	1.0
1380	1380	0.0	1.0	1.0	1.0
1381	1381	0.0	1.0	1.0	1.0
1385	1385	0.0	1.0	1.0	1.0
1387	1387	0.0	1.0	1.0	1.0
1389	1389	0.0	1.0	1.0	1.0
1393	1393	0.0	1.0	1.0	1.0
1394	1394	0.0	1.0	1.0	1.0
1396	1396	0.0	1.0	1.0	1.0
1397	1397	0.0	1.0	1.0	1.0
1399	1399	0.0	1.0	1.0	1.0
1400	1400	0.0	1.0	1.0	1.0
1402	1402	0.0	1.0	1.0	1.0
1403	1403	0.0	1.0	1.0	1.0
1405	1405	0.0	1.0	1.0	1.0
1406	1406	0.0	1.0	1.0	1.0
1407	1407	0.0	1.0	1.0	1.0
1408	1408	0.0	1.0	1.0	1.0
1410	1410	0.0	1.0	1.0	1.0
1412	1412	0.0	1.0	1.0	1.0
1413	1413	0.0	1.0	1.0	1.0
1415	1415	0.0	1.0	1.0	1.0
1416	1416	0.0	1.0	1.0	1.0
1417	1417	0.0	1.0	1.0	1.0
1418	1418	0.0	1.0	1.0	1.0
1419	1419	0.0	1.0	1.0	1.0
1420	1420	0.0	1.0	1.0	1.0
1421	1421	0.0	1.0	1.0	1.0
1423	1423	0.0	1.0	1.0	1.0
1424	1424	0.0	1.0	1.0	1.0
1426	1426	0.0	1.0	1.0	1.0
1427	1427	0.0	1.0	1.0	1.0
1429	1429	0.0	1.0	1.0	1.0
1430	1430	0.0	1.0	1.0	1.0
1431	1431	0.0	1.0	1.0	1.0
1436	1436	0.0	1.0	1.0	1.0
1437	1437	0.0	1.0	1.0	1.0
1439	1439	0.0	1.0	1.0	1.0
1441	1441	0.0	1.0	1.0	1.0
1445	1445	0.0	1.0	1.0	1.0
1446	1446	0.0	1.0	1.0	1.0
1447	1447	0.0	1.0	1.0	1.0
1448	1448	0.0	1.0	1.0	1.0
1451	1451	0.0	1.0	1.0	1.0
1458	1458	0.0	1.0	1.0	1.0
1459	1459	0.0	1.0	1.0	1.0
1462	1462	0.0	1.0	1.0	1.0
1463	1463	0.0	1.0	1.0	1.0
1464	1464	0.0	1.0	1.0	1.0
1465	1465	0.0	1.0	1.0	1.0
1466	1466	0.0	1.0	1.0	1.0
1470	1470	0.0	1.0	1.0	1.0
1471	1471	0.0	1.0	1.0	1.0
1473	1473	0.0	1.0	1.0	1.0
1476	1476	0.0	1.0	1.0	1.0
1478	1478	0.0	1.0	1.0	1.0
1479	1479	0.0	1.0	1.0	1.0
1481	1481	0.0	1.0	1.0	1.0
1485	1485	0.0	1.0	1.0	1.0
1487	1487	0.0	1.0	1.0	1.0
1488	1488	0.0	1.0	1.0	1.0
1490	1490	0.0	1.0	1.0	1.0
1492	1492	0.0	1.0	1.0	1.0
1493	1493	0.0	1.0	1.0	1.0
1495	1495	0.0	1.0	1.0	1.0
1498	1498	0.0	1.0	1.0	1.0
1503	1503	0.0	1.0	1.0	1.0
1505	1505	0.0	1.0	1.0	1.0
1506	1506	0.0	1.0	1.0	1.0
1507	1507	0.0	1.0	1.0	1.0
1508	1508	0.0	1.0	1.0	1.0
1509	1509	0.0	1.0	1.0	1.0
1510	1510	0.0	1.0	1.0	1.0
1513	1513	0.0	1.0	1.0	1.0
1518	1518	0.0	1.0	1.0	1.0
1519	1519	0.0	1.0	1.0	1.0
1524	1524	0.0	1.0	1.0	1.0
1528	1528	0.0	1.0	1.0	1.0
1530	1530	0.0	1.0	1.0	1.0
1532	1532	0.0	1.0	1.0	1.0
1533	1533	0.0	1.0	1.0	1.0
1534	1534	0.0	1.0	1.0	1.0
1538	1538	0.0	1.0	1.0	1.0
1540	1540	0.0	1.0	1.0	1.0
1541	1541	0.0	1.0	1.0	1.0
1544	1544	0.0	1.0	1.0	1.0
1546	1546	0.0	1.0	1.0	1.0
1547	1547	0.0	1.0	1.0	1.0
1548	1548	0.0	1.0	1.0	1.0
1549	1549	0.0	1.0	1.0	1.0
1553	1553	0.0	1.0	1.0	1.0
1554	1554	0.0	1.0	1.0	1.0
1556	1556	0.0	1.0	1.0	1.0
1557	1557	0.0	1.0	1.0	1.0
1558	1558	0.0	1.0	1.0	1.0
1560	1560	0.0	1.0	1.0	1.0
1561	1561	0.0	1.0	1.0	1.0
1563	1563	0.0	1.0	1.0	1.0
1569	1569	0.0	1.0	1.0	1.0
1571	1571	0.0	1.0	1.0	1.0
1572	1572	0.0	1.0	1.0	1.0
1573	1573	0.0	1.0	1.0	1.0
1575	1575	0.0	1.0	1.0	1.0
1576	1576	0.0	1.0	1.0	1.0
1577	1577	0.0	1.0	1.0	1.0
1579	1579	0.0	1.0	1.0	1.0
1583	1583	0.0	1.0	1.0	1.0
1584	1584	0.0	1.0	1.0	1.0
1585	1585	0.0	1.0	1.0	1.0
1587	1587	0.0	1.0	1.0	1.0
1589	1589	0.0	1.0	1.0	1.0
1590	1590	0.0	1.0	1.0	1.0
1591	1591	0.0	1.0	1.0	1.0
1593	1593	0.0	1.0	1.0	1.0
1597	1597	0.0	1.0	1.0	1.0
1602	1602	0.0	1.0	1.0	1.0
1603	1603	0.0	1.0	1.0	1.0
1604	1604	0.0	1.0	1.0	1.0
1605	1605	0.0	1.0	1.0	1.0
1606	1606	0.0	1.0	1.0	1.0
1607	1607	0.0	1.0	1.0	1.0
1608	1608	0.0	1.0	1.0	1.0
1609	1609	0.0	1.0	1.0	1.0
1610	1610	0.0	1.0	1.0	1.0
1612	1612	0.0	1.0	1.0	1.0
1613	1613	0.0	1.0	1.0	1.0
1615	1615	0.0	1.0	1.0	1.0
1616	1616	0.0	1.0	1.0	1.0
1619	1619	0.0	1.0	1.0	1.0
1620	1620	0.0	1.0	1.0	1.0
1621	1621	0.0	1.0	1.0	1.0
1622	1622	0.0	1.0	1.0	1.0
1623	1623	0.0	1.0	1.0	1.0
1624	1624	0.0	1.0	1.0	1.0
1628	1628	0.0	1.0	1.0	1.0
1629	1629	0.0	1.0	1.0	1.0
1630	1630	0.0	1.0	1.0	1.0
1632	1632	0.0	1.0	1.0	1.0
1634	1634	0.0	1.0	1.0	1.0
1635	1635	0.0	1.0	1.0	1.0
1637	1637	0.0	1.0	1.0	1.0
1638	1638	0.0	1.0	1.0	1.0
1639	1639	0.0	1.0	1.0	1.0
1642	1642	0.0	1.0	1.0	1.0
1643	1643	0.0	1.0	1.0	1.0
1644	1644	0.0	1.0	1.0	1.0
1645	1645	0.0	1.0	1.0	1.0
1650	1650	0.0	1.0	1.0	1.0
1651	1651	0.0	1.0	1.0	1.0
1652	1652	0.0	1.0	1.0	1.0
1653	1653	0.0	1.0	1.0	1.0
1655	1655	0.0	1.0	1.0	1.0
1656	1656	0.0	1.0	1.0	1.0
1657	1657	0.0	1.0	1.0	1.0
1659	1659	0.0	1.0	1.0	1.0
1661	1661	0.0	1.0	1.0	1.0
1662	1662	0.0	1.0	1.0	1.0
1664	1664	0.0	1.0	1.0	1.0
1665	1665	0.0	1.0	1.0	1.0
1671	1671	0.0	1.0	1.0	1.0
1672	1672	0.0	1.0	1.0	1.0
1673	1673	0.0	1.0	1.0	1.0
1674	1674	0.0	1.0	1.0	1.0
1676	1676	0.0	1.0	1.0	1.0
1679	1679	0.0	1.0	1.0	1.0
1682	1682	0.0	1.0	1.0	1.0
1685	1685	0.0	1.0	1.0	1.0
1687	1687	0.0	1.0	1.0	1.0
1688	1688	0.0	1.0	1.0	1.0
1689	1689	0.0	1.0	1.0	1.0
1690	1690	0.0	1.0	1.0	1.0
1692	1692	0.0	1.0	1.0	1.0
1695	1695	0.0	1.0	1.0	1.0
1696	1696	0.0	1.0	1.0	1.0
1697	1697	0.0	1.0	1.0	1.0
1699	1699	0.0	1.0	1.0	1.0
1702	1702	0.0	1.0	1.0	1.0
1704	1704	0.0	1.0	1.0	1.0
1708	1708	0.0	1.0	1.0	1.0
1711	1711	0.0	1.0	1.0	1.0
1712	1712	0.0	1.0	1.0	1.0
1713	1713	0.0	1.0	1.0	1.0
1715	1715	0.0	1.0	1.0	1.0
1722	1722	0.0	1.0	1.0	1.0
1724	1724	0.0	1.0	1.0	1.0
1725	1725	0.0	1.0	1.0	1.0
1728	1728	0.0	1.0	1.0	1.0
1729	1729	0.0	1.0	1.0	1.0
1730	1730	0.0	1.0	1.0	1.0
1735	1735	0.0	1.0	1.0	1.0
1738	1738	0.0	1.0	1.0	1.0
1743	1743	0.0	1.0	1.0	1.0
1745	1745	0.0	1.0	1.0	1.0
1746	1746	0.0	1.0	1.0	1.0
1752	1752	0.0	1.0	1.0	1.0
1756	1756	0.0	1.0	1.0	1.0
1757	1757	0.0	1.0	1.0	1.0
1760	1760	0.0	1.0	1.0	1.0
1761	1761	0.0	1.0	1.0	1.0
1762	1762	0.0	1.0	1.0	1.0
1765	1765	0.0	1.0	1.0	1.0
1766	1766	0.0	1.0	1.0	1.0
1767	1767	0.0	1.0	1.0	1.0
1768	1768	0.0	1.0	1.0	1.0
1769	1769	0.0	1.0	1.0	1.0
1771	1771	0.0	1.0	1.0	1.0
1773	1773	0.0	1.0	1.0	1.0
1774	1774	0.0	1.0	1.0	1.0
1776	1776	0.0	1.0	1.0	1.0
1777	1777	0.0	1.0	1.0	1.0
1778	1778	0.0	1.0	1.0	1.0
1779	1779	0.0	1.0	1.0	1.0
1780	1780	0.0	1.0	1.0	1.0
1783	1783	0.0	1.0	1.0	1.0
1784	1784	0.0	1.0	1.0	1.0
1785	1785	0.0	1.0	1.0	1.0
1787	1787	0.0	1.0	1.0	1.0
1789	1789	0.0	1.0	1.0	1.0
1790	1790	0.0	1.0	1.0	1.0
1792	1792	0.0	1.0	1.0	1.0
1795	1795	0.0	1.0	1.0	1.0
1796	1796	0.0	1.0	1.0	1.0
1801	1801	0.0	1.0	1.0	1.0
1802	1802	0.0	1.0	1.0	1.0
1803	1803	0.0	1.0	1.0	1.0
1805	1805	0.0	1.0	1.0	1.0
1812	1812	0.0	1.0	1.0	1.0
1814	1814	0.0	1.0	1.0	1.0
1815	1815	0.0	1.0	1.0	1.0
1821	1821	0.0	1.0	1.0	1.0
1828	1828	0.0	1.0	1.0	1.0
1831	1831	0.0	1.0	1.0	1.0
1832	1832	0.0	1.0	1.0	1.0
1833	1833	0.0	1.0	1.0	1.0
1836	1836	0.0	1.0	1.0	1.0
1838	1838	0.0	1.0	1.0	1.0
1842	1842	0.0	1.0	1.0	1.0
1843	1843	0.0	1.0	1.0	1.0
1844	1844	0.0	1.0	1.0	1.0
1845	1845	0.0	1.0	1.0	1.0
1848	1848	0.0	1.0	1.0	1.0
1849	1849	0.0	1.0	1.0	1.0
1852	1852	0.0	1.0	1.0	1.0
1854	1854	0.0	1.0	1.0	1.0
1856	1856	0.0	1.0	1.0	1.0
1859	1859	0.0	1.0	1.0	1.0
1862	1862	0.0	1.0	1.0	1.0
1865	1865	0.0	1.0	1.0	1.0
1866	1866	0.0	1.0	1.0	1.0
1869	1869	0.0	1.0	1.0	1.0
1871	1871	0.0	1.0	1.0	1.0
1873	1873	0.0	1.0	1.0	1.0
1874	1874	0.0	1.0	1.0	1.0
1875	1875	0.0	1.0	1.0	1.0
1881	1881	0.0	1.0	1.0	1.0
1882	1882	0.0	1.0	1.0	1.0
